# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CY43_09260	CY43_09260	AHX77540	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_09270	CY43_09270	AHX77542	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_09280	CY43_09280	AHX77544	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_09285	CY43_09285	AHX77545	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_09290	CY43_09290	AHX77546	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_09295	CY43_09295	AHX77547	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_09300	CY43_09300	AHX77548	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_09305	CY43_09305	AHX77549	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_09435	CY43_09435	AHX77574	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_09445	CY43_09445	AHX77576	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_09450	CY43_09450	AHX77577	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_09455	CY43_09455	AHX77578	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_09465	CY43_09465	AHX77579	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_09470	CY43_09470	AHX77580	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_09475	CY43_09475	AHX77581	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_09480	CY43_09480	AHX77582	protein_coding	0	0	0	3	0	2	0	0	0	0	0	0	0	0	1
CY43_09485	CY43_09485	AHX77583	protein_coding	0	0	0	3	0	1	0	0	0	0	0	0	0	0	2
CY43_09500	CY43_09500	AHX77584	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_09510	CY43_09510	AHX77585	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_09515	CY43_09515	AHX77586	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_09520	CY43_09520	AHX77587	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_09530	CY43_09530	AHX77588	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_09545	CY43_09545	AHX77591	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_09550	CY43_09550	AHX77592	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_09555	CY43_09555	AHX77593	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_09560	CY43_09560	AHX77594	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_09565	CY43_09565	AHX77595	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_09570	CY43_09570	AHX77596	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_09580	CY43_09580	AHX77597	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_09585	CY43_09585	AHX77598	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_09590	CY43_09590	AHX77599	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_09595	CY43_09595	AHX77600	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_09755	CY43_09755	AHX77631	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_09765	CY43_09765	AHX77632	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_09770	CY43_09770	AHX77633	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_09775	CY43_09775	AHX77634	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_09780	CY43_09780	AHX77635	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_09785	CY43_09785	AHX77636	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_09790	CY43_09790	AHX77637	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_09795	CY43_09795	AHX77638	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_09800	CY43_09800	AHX77639	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_09805	CY43_09805	AHX77640	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_09810	CY43_09810	AHX77641	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_09815	CY43_09815	AHX77642	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_09820	CY43_09820	AHX77643	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_09825	CY43_09825	AHX77644	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_09830	CY43_09830	AHX77645	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_09835	CY43_09835	AHX77646	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_09840	CY43_09840	AHX77647	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_09850	CY43_09850	AHX77649	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_09855	CY43_09855	AHX77650	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_09870	CY43_09870	AHX77651	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_09875	CY43_09875	AHX77652	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_09880	CY43_09880	AHX77653	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_09885	CY43_09885	AHX77654	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_09890	CY43_09890	AHX77655	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_10040	CY43_10040	AHX77684	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_10045	CY43_10045	AHX77685	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_10050	CY43_10050	AHX77686	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_10055	CY43_10055	AHX77687	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_10060	CY43_10060	AHX77688	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_10065	CY43_10065	AHX77689	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_10070	CY43_10070	AHX77690	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_10075	CY43_10075	AHX77691	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_10085	CY43_10085	AHX77692	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_10120	CY43_10120	AHX77699	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_10130	CY43_10130	AHX77700	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_10135	CY43_10135	AHX77701	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_10145	CY43_10145	AHX77703	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
CY43_10150	CY43_10150	AHX77704	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_10155	CY43_10155	AHX77705	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_10160	CY43_10160	AHX77706	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_10165	CY43_10165	AHX77707	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_10170	CY43_10170	AHX77708	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_10310	CY43_10310	AHX77731	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_10315	CY43_10315	AHX77732	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_10320	CY43_10320	AHX77733	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_10325	CY43_10325	AHX77734	protein_coding	0	1	0	7	0	7	0	0	0	0	0	0	0	1	0
CY43_10335	CY43_10335	AHX77736	protein_coding	0	0	0	8	0	7	0	0	0	0	0	0	0	0	1
CY43_10340	CY43_10340	AHX77737	protein_coding	0	0	0	8	0	7	0	0	0	0	0	0	0	0	1
CY43_10345	CY43_10345	AHX77738	protein_coding	0	0	0	8	0	1	0	0	0	0	0	0	0	0	7
CY43_10355	CY43_10355	AHX77739	protein_coding	0	0	0	8	0	1	0	0	0	0	0	0	0	0	7
CY43_10360	CY43_10360	AHX77740	protein_coding	0	0	0	8	0	1	0	0	0	0	0	0	0	0	7
CY43_10370	CY43_10370	AHX77742	protein_coding	0	0	0	8	0	1	0	0	0	0	0	0	0	0	7
CY43_10395	CY43_10395	AHX77747	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_10415	CY43_10415	AHX77751	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_10440	CY43_10440	AHX77756	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_10445	CY43_10445	AHX77757	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_10450	CY43_10450	AHX77758	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_10455	CY43_10455	AHX77759	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_10460	CY43_10460	AHX77760	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_10465	CY43_10465	AHX77761	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_10470	CY43_10470	AHX77762	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_10475	CY43_10475	AHX77763	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_10480	CY43_10480	AHX77764	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_10485	CY43_10485	AHX77765	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_10490	CY43_10490	AHX77766	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_10495	CY43_10495	AHX77767	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_10535	CY43_10535	AHX77774	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_10540	CY43_10540	AHX77775	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_10545	CY43_10545	AHX77776	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_10550	CY43_10550	AHX77777	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_10555	CY43_10555	AHX77778	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_10560	CY43_10560	AHX77779	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_10565	CY43_10565	AHX77780	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
CY43_10570	CY43_10570	AHX77781	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_10575	CY43_10575	AHX77782	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_10580	CY43_10580	AHX77783	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_10585	CY43_10585	AHX77784	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_10590	CY43_10590	AHX77785	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_10645	CY43_10645	AHX77795	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_10650	CY43_10650	AHX77796	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_10655	CY43_10655	AHX77797	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_10660	CY43_10660	AHX77798	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_10665	CY43_10665	AHX77799	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_10670	CY43_10670	AHX77800	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_10675	CY43_10675	AHX77801	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_10680	CY43_10680	AHX77802	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_10685	CY43_10685	AHX77803	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
CY43_10690	CY43_10690	AHX77804	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_10695	CY43_10695	AHX77805	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_10700	CY43_10700	AHX77806	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_10705	CY43_10705	AHX77807	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_10710	CY43_10710	AHX77808	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_10715	CY43_10715	AHX77809	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_10720	CY43_10720	AHX77810	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_10740	CY43_10740	AHX77814	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_10745	CY43_10745	AHX77815	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_10750	CY43_10750	AHX77816	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_10755	CY43_10755	AHX77817	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_10760	CY43_10760	AHX77818	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_10765	CY43_10765	AHX77819	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_10770	CY43_10770	AHX77820	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_10775	CY43_10775	AHX77821	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_10780	CY43_10780	AHX77822	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_10785	CY43_10785	AHX77823	protein_coding	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0
CY43_10790	CY43_10790	AHX77824	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_10795	CY43_10795	AHX77825	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_10800	CY43_10800	CY43_10800-1	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_10805	CY43_10805	AHX77826	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_10810	CY43_10810	CY43_10810-1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_10815	CY43_10815	AHX77827	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_10825	CY43_10825	CY43_10825-1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_10830	CY43_10830	AHX77828	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_10835	CY43_10835	AHX77829	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_10910	CY43_10910	AHX77838	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_10920	CY43_10920	AHX77840	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_10925	CY43_10925	AHX77841	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_10930	CY43_10930	AHX77842	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_10935	CY43_10935	AHX77843	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_10940	CY43_10940	AHX77844	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_10945	CY43_10945	AHX77845	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_10955	CY43_10955	AHX77847	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_11105	CY43_11105	AHX77876	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_11110	CY43_11110	AHX77877	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_11115	CY43_11115	AHX77878	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_11120	CY43_11120	AHX77879	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_11125	CY43_11125	AHX77880	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_11130	CY43_11130	AHX77881	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_11135	CY43_11135	AHX77882	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_11140	CY43_11140	AHX77883	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_11145	CY43_11145	AHX77884	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_11155	CY43_11155	AHX77886	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_11160	CY43_11160	AHX77887	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_11165	CY43_11165	AHX77888	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_11180	CY43_11180	AHX77891	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_11185	CY43_11185	AHX77892	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_11195	CY43_11195	AHX77894	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_11200	CY43_11200	AHX77895	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_11205	CY43_11205	AHX77896	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
CY43_11210	CY43_11210	AHX77897	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_11215	CY43_11215	AHX77898	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_11220	CY43_11220	AHX77899	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_11225	CY43_11225	AHX77900	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_11230	CY43_11230	AHX77901	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_11245	CY43_11245	AHX77903	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_11250	CY43_11250	AHX77904	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_11260	CY43_11260	AHX77905	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_11275	CY43_11275	AHX77906	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_11280	CY43_11280	AHX77907	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_11290	CY43_11290	AHX77908	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_11420	CY43_11420	AHX77933	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_11425	CY43_11425	AHX77934	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_11430	CY43_11430	AHX77935	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_11435	CY43_11435	AHX77936	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
CY43_11440	CY43_11440	AHX77937	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_11445	CY43_11445	AHX77938	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_11450	CY43_11450	AHX77939	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_11500	CY43_11500	AHX77949	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_11505	CY43_11505	AHX77950	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_11510	CY43_11510	AHX77951	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_11515	CY43_11515	AHX77952	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_11520	CY43_11520	AHX77953	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_11525	CY43_11525	AHX77954	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_11530	CY43_11530	AHX77955	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_11535	CY43_11535	AHX77956	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_11540	CY43_11540	AHX77957	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_11570	CY43_11570	AHX77963	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_11575	CY43_11575	AHX77964	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_11580	CY43_11580	AHX77965	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_11585	CY43_11585	AHX77966	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_11590	CY43_11590	AHX77967	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_11600	CY43_11600	AHX77969	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_11605	CY43_11605	AHX77970	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_11610	CY43_11610	AHX77971	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_11615	CY43_11615	AHX77972	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_11620	CY43_11620	AHX77973	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_11660	CY43_11660	AHX77980	protein_coding	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0
CY43_11670	CY43_11670	AHX77982	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	12
CY43_11675	CY43_11675	AHX77983	protein_coding	0	0	0	24	0	24	0	0	0	0	0	0	0	0	0
CY43_11680	CY43_11680	AHX77984	protein_coding	1	0	1	22	0	0	0	1	0	0	0	1	0	0	22
CY43_11685	CY43_11685	AHX77985	protein_coding	0	2	2	20	0	2	0	2	0	0	0	0	0	2	18
CY43_11695	CY43_11695	AHX77986	protein_coding	0	0	0	45	0	6	0	0	0	0	0	0	0	0	39
CY43_11700	CY43_11700	AHX77987	protein_coding	0	7	11	28	0	6	0	11	0	0	0	0	0	7	22
CY43_11705	CY43_11705	AHX77988	protein_coding	0	0	0	46	0	24	0	0	0	0	0	0	0	0	22
CY43_11710	CY43_11710	AHX77989	protein_coding	0	0	0	46	0	24	0	0	0	0	0	0	0	0	22
CY43_11715	CY43_11715	AHX77990	protein_coding	0	0	0	40	0	18	0	0	0	0	0	0	0	0	22
CY43_11720	CY43_11720	AHX77991	protein_coding	5	6	10	19	0	18	2	12	0	0	0	3	0	6	1
CY43_11725	CY43_11725	AHX77992	protein_coding	0	0	0	37	0	0	0	0	0	0	0	0	0	0	37
CY43_11730	CY43_11730	AHX77993	protein_coding	0	0	0	22	0	0	0	0	0	0	0	0	0	0	22
CY43_11735	CY43_11735	AHX77994	protein_coding	0	0	0	22	0	0	0	0	0	0	0	0	0	0	22
CY43_11740	CY43_11740	AHX77995	protein_coding	0	0	0	22	0	0	0	0	0	0	0	0	0	0	22
CY43_11745	CY43_11745	AHX77996	protein_coding	0	0	0	22	0	0	0	0	0	0	0	0	0	0	22
CY43_11750	CY43_11750	AHX77997	protein_coding	0	0	0	22	0	0	0	0	0	0	0	0	0	0	22
CY43_11755	CY43_11755	AHX77998	protein_coding	0	0	0	4	0	1	0	0	0	0	0	0	0	0	3
CY43_11760	CY43_11760	AHX77999	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_11770	CY43_11770	AHX78001	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_11775	CY43_11775	AHX78002	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1
CY43_11780	CY43_11780	AHX78003	protein_coding	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0
CY43_11785	CY43_11785	AHX78004	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_11795	CY43_11795	AHX78006	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_11800	CY43_11800	AHX78007	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_11805	CY43_11805	AHX78008	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_11810	CY43_11810	AHX78009	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_11815	CY43_11815	AHX78010	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_11820	CY43_11820	AHX78011	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
CY43_11825	CY43_11825	AHX78012	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_11830	CY43_11830	AHX78013	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_11835	CY43_11835	AHX78014	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_11855	CY43_11855	AHX78018	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_11865	CY43_11865	AHX78019	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_11870	CY43_11870	AHX78020	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_11875	CY43_11875	AHX78021	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_11880	CY43_11880	AHX78022	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_11885	CY43_11885	AHX78023	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
